Order_ID,Delivery_Date,Delivery_Status,Shipping_Cost
ORD02095,,N/A,151.58
ORD02096,2024-09-12,Delivered,113.69
ORD02097,2024-12-10,Delivered,145.01
ORD02098,2025-03-20,Delivered,41.85
ORD02099,,N/A,124.47
ORD02100,2024-09-22,Delivered,184.23
ORD02101,,N/A,35.33
ORD02102,2025-02-04,Delivered,67.4
ORD02103,2024-08-15,Delivered,84.12
ORD02104,2025-04-11,Delivered,150.0
ORD02105,2025-06-01,Delivered,124.36
ORD02106,2025-02-07,Delivered,171.67
ORD02107,,N/A,46.47
ORD02108,2025-04-17,Delivered,119.04
ORD02109,2025-01-15,Delivered,109.03
ORD02110,2024-08-20,Delivered,75.66
ORD02111,2025-05-16,Delivered,48.6
ORD02112,,N/A,140.55
ORD02113,2024-07-05,Delivered,134.59
ORD02114,,N/A,103.74
ORD02115,,N/A,187.14
ORD02116,2025-02-09,Delivered,56.19
ORD02117,2024-08-04,Delivered,185.76
ORD02118,,N/A,97.58
ORD02119,2024-07-06,Delivered,29.0
ORD02120,2024-08-28,Delivered,162.08
ORD02121,,N/A,138.6
ORD02122,2024-07-05,Delivered,122.66
ORD02123,2024-10-27,Delivered,77.68
ORD02124,2024-06-16,Delivered,124.9
ORD02125,2024-11-14,Delivered,146.72
ORD02126,2024-07-09,Delivered,157.98
ORD02127,,N/A,193.92
ORD02128,2025-05-12,Delivered,131.86
ORD02129,,N/A,70.93
ORD02130,,N/A,107.78
ORD02131,,N/A,168.78
ORD02132,2025-04-29,Delivered,70.49
ORD02133,2024-11-06,Delivered,38.46
ORD02134,,N/A,150.75
ORD02135,2024-07-05,Delivered,41.3
ORD02136,,N/A,153.28
ORD02137,,N/A,109.82
ORD02138,,N/A,112.41
ORD02139,,N/A,121.45
ORD02140,2024-10-23,Delivered,29.48
ORD02141,,N/A,45.84
ORD02142,2025-02-13,Delivered,35.85
ORD02143,2024-08-07,Delivered,131.27
ORD02144,2025-04-23,Delivered,52.28
ORD02145,2024-11-05,Delivered,28.06
ORD02146,2025-01-28,Delivered,74.69
ORD02147,2025-01-26,Delivered,182.52
ORD02148,2024-11-22,Delivered,51.77
ORD02149,2024-08-29,Delivered,147.49
ORD02150,2025-06-07,Delivered,77.96
ORD02151,2025-06-14,Delivered,106.69
ORD02152,2024-09-11,Delivered,144.96
ORD02153,,N/A,25.02
ORD02154,2025-02-27,Delivered,82.09
ORD02155,2024-07-25,Delivered,76.4
ORD02156,,N/A,187.09
ORD02157,2024-10-18,Delivered,71.04
ORD02158,2025-04-12,Delivered,61.74
ORD02159,2024-12-31,Delivered,168.2
ORD02160,2025-03-01,Delivered,159.83
ORD02161,2024-11-04,Delivered,117.93
ORD02162,2025-01-22,Delivered,179.18
ORD02163,2024-11-04,Delivered,81.68
ORD02164,2024-08-01,Delivered,57.29
ORD02165,,N/A,72.37
ORD02166,,N/A,55.97
ORD02167,2025-01-19,Delivered,120.65
ORD02168,2024-09-21,Delivered,36.06
ORD02169,,N/A,27.41
ORD02170,2025-06-01,Delivered,163.04
ORD02171,2025-02-03,Delivered,139.13
ORD02172,,N/A,162.18
ORD02173,2024-08-25,Delivered,164.82
ORD02174,2024-10-08,Delivered,56.24
ORD02175,,N/A,134.99
ORD02176,2024-07-20,Delivered,177.4
ORD02177,2024-12-11,Delivered,186.91
ORD02178,2025-06-04,Delivered,193.73
ORD02179,2024-09-20,Delivered,153.07
ORD02180,2024-09-23,Delivered,56.7
ORD02181,2024-12-19,Delivered,188.35
ORD02182,2024-06-26,Delivered,192.28
ORD02183,2025-05-13,Delivered,39.99
ORD02184,,N/A,149.55
ORD02185,,N/A,47.33
ORD02186,2024-10-06,Delivered,132.6
ORD02187,2024-12-12,Delivered,48.73
ORD02188,2024-08-04,Delivered,140.7
ORD02189,,N/A,179.22
ORD02190,2025-01-10,Delivered,122.42
ORD02191,2025-04-20,Delivered,32.07
ORD02192,2025-05-14,Delivered,103.04
ORD02193,,N/A,134.26
ORD02194,2025-05-26,Delivered,40.43
ORD02195,2025-01-29,Delivered,139.06
ORD02196,2024-09-17,Delivered,117.92
ORD02197,,N/A,190.67
ORD02198,,N/A,30.93
ORD02199,2024-07-11,Delivered,185.31
ORD02200,2025-03-23,Delivered,63.38
ORD02201,,N/A,91.84
ORD02202,2025-05-28,Delivered,183.77
ORD02203,2024-07-11,Delivered,163.59
ORD02204,2024-11-11,Delivered,100.95
ORD02205,2024-07-23,Delivered,63.16
ORD02206,,N/A,84.39
ORD02207,2025-06-12,Delivered,68.68
ORD02208,2025-03-11,Delivered,182.63
ORD02209,2024-09-06,Delivered,82.76
ORD02210,2025-03-06,Delivered,144.91
ORD02211,,N/A,114.21
ORD02212,2024-06-26,Delivered,126.53
ORD02213,,N/A,121.8
ORD02214,,N/A,90.59
ORD02215,,N/A,75.11
ORD02216,,N/A,23.0
ORD02217,2024-12-21,Delivered,61.68
ORD02218,2024-09-10,Delivered,194.21
ORD02219,2024-09-20,Delivered,30.36
ORD02220,,N/A,32.66
ORD02221,2024-12-01,Delivered,132.15
ORD02222,,N/A,67.04
ORD02223,2024-11-19,Delivered,129.3
ORD02224,2025-01-04,Delivered,137.88
ORD02225,2025-01-06,Delivered,158.08
ORD02226,,N/A,44.92
ORD02227,2025-04-04,Delivered,130.83
ORD02228,,N/A,130.68
ORD02229,2024-11-11,Delivered,123.74
ORD02230,,N/A,135.05
ORD02231,2025-04-18,Delivered,24.42
ORD02232,2024-09-30,Delivered,60.77
ORD02233,2025-03-21,Delivered,185.54
ORD02234,2025-01-08,Delivered,100.04
ORD02235,2024-10-05,Delivered,167.61
ORD02236,2024-08-29,Delivered,117.24
ORD02237,,N/A,29.44
ORD02238,,N/A,52.04
ORD02239,2024-12-13,Delivered,123.77
ORD02240,2025-03-19,Delivered,113.8
ORD02241,2024-10-23,Delivered,62.38
ORD02242,2024-06-25,Delivered,85.19
ORD02243,2024-06-19,Delivered,150.42
ORD02244,,N/A,153.03
ORD02245,,N/A,24.9
ORD02246,2024-09-21,Delivered,142.42
ORD02247,,N/A,40.14
ORD02248,2024-12-15,Delivered,142.14
ORD02249,2024-12-08,Delivered,159.28
ORD02250,2025-01-12,Delivered,172.86
ORD02251,2025-05-31,Delivered,127.03
ORD02252,2025-06-06,Delivered,100.38
ORD02253,,N/A,30.25
ORD02254,2024-06-20,Delivered,163.74
ORD02255,2025-01-16,Delivered,173.99
ORD02256,,N/A,103.92
ORD02257,,N/A,195.23
ORD02258,,N/A,142.13
ORD02259,2024-11-16,Delivered,38.48
ORD02260,2025-05-28,Delivered,102.13
ORD02261,2025-05-15,Delivered,44.11
ORD02262,2024-10-31,Delivered,154.68
ORD02263,2024-10-07,Delivered,63.4
ORD02264,,N/A,33.4
ORD02265,2024-08-07,Delivered,51.67
ORD02266,2024-10-13,Delivered,39.05
ORD02267,2025-02-11,Delivered,61.32
ORD02268,2025-02-14,Delivered,43.62
ORD02269,,N/A,157.15
ORD02270,2025-04-12,Delivered,197.71
ORD02271,2025-05-27,Delivered,51.02
ORD02272,2024-09-27,Delivered,167.16
ORD02273,,N/A,100.65
ORD02274,,N/A,198.84
ORD02275,2025-05-08,Delivered,48.04
ORD02276,2024-10-04,Delivered,103.4
ORD02277,2024-07-14,Delivered,108.9
ORD02278,2025-04-01,Delivered,158.62
ORD02279,2024-10-12,Delivered,57.41
ORD02280,2024-08-26,Delivered,163.42
ORD02281,2025-02-14,Delivered,82.81
ORD02282,,N/A,104.05
ORD02283,2024-09-02,Delivered,98.64
ORD02284,,N/A,115.86
ORD02285,2025-05-29,Delivered,41.25
ORD02286,2024-09-19,Delivered,108.04
ORD02287,,N/A,95.22
ORD02288,2025-01-15,Delivered,173.59
ORD02289,2024-09-19,Delivered,74.52
ORD02290,2024-10-06,Delivered,121.11
ORD02291,2025-05-07,Delivered,193.15
ORD02292,2025-06-10,Delivered,91.6
ORD02293,2024-10-02,Delivered,124.41
ORD02294,2024-09-23,Delivered,127.63
ORD02295,,N/A,150.57
ORD02296,2024-08-23,Delivered,125.02
ORD02297,2025-04-01,Delivered,177.47
ORD02298,,N/A,33.52
ORD02299,2025-03-05,Delivered,109.72
ORD02300,2024-07-27,Delivered,156.98
ORD02301,2025-04-02,Delivered,172.27
ORD02302,2024-07-09,Delivered,156.95
ORD02303,2025-05-20,Delivered,82.79
ORD02304,2025-03-18,Delivered,188.33
ORD02305,2024-12-30,Delivered,83.7
ORD02306,,N/A,97.11
ORD02307,2025-04-27,Delivered,199.13
ORD02308,,N/A,98.65
ORD02309,2025-04-10,Delivered,181.76
ORD02310,,N/A,78.19
ORD02311,2024-08-18,Delivered,107.5
ORD02312,2025-04-17,Delivered,77.88
ORD02313,2024-07-09,Delivered,93.23
ORD02314,2025-05-20,Delivered,189.39
ORD02315,,N/A,29.41
ORD02316,2024-10-03,Delivered,127.83
ORD02317,2024-10-02,Delivered,186.21
ORD02318,2025-03-01,Delivered,31.99
ORD02319,2024-09-04,Delivered,125.46
ORD02320,2025-01-10,Delivered,76.34
ORD02321,2025-01-23,Delivered,177.23
ORD02322,2024-07-07,Delivered,94.31
ORD02323,2024-12-26,Delivered,20.5
ORD02324,2024-09-19,Delivered,96.46
ORD02325,,N/A,88.02
ORD02326,,N/A,129.86
ORD02327,2024-07-22,Delivered,28.35
ORD02328,,N/A,151.31
ORD02329,2024-10-18,Delivered,161.33
ORD02330,,N/A,73.89
ORD02331,2025-05-27,Delivered,93.3
ORD02332,2024-06-13,Delivered,144.67
ORD02333,2025-05-13,Delivered,59.67
ORD02334,2024-08-30,Delivered,110.82
ORD02335,2024-07-21,Delivered,148.88
ORD02336,2024-09-19,Delivered,95.16
ORD02337,2025-05-28,Delivered,79.44
ORD02338,,N/A,174.61
ORD02339,2024-10-11,Delivered,24.97
ORD02340,2024-06-15,Delivered,52.49
ORD02341,2025-03-06,Delivered,39.78
ORD02342,2025-03-10,Delivered,120.99
ORD02343,2024-08-21,Delivered,124.55
ORD02344,2024-09-15,Delivered,67.78
ORD02345,2025-04-02,Delivered,196.23
ORD02346,2025-05-10,Delivered,181.65
ORD02347,2024-08-30,Delivered,63.83
ORD02348,2024-09-13,Delivered,179.64
ORD02349,2024-10-16,Delivered,112.07
ORD02350,,N/A,67.44
ORD02351,2025-02-22,Delivered,133.41
ORD02352,2024-12-11,Delivered,140.67
ORD02353,2024-12-05,Delivered,141.13
ORD02354,2024-12-14,Delivered,69.64
ORD02355,,N/A,155.68
ORD02356,2024-11-03,Delivered,127.69
ORD02357,2024-09-22,Delivered,76.37
ORD02358,2024-07-18,Delivered,79.67
ORD02359,2024-06-29,Delivered,122.69
ORD02360,2024-08-05,Delivered,97.99
ORD02361,2025-05-20,Delivered,60.11
ORD02362,2025-02-11,Delivered,186.0
ORD02363,2025-04-01,Delivered,45.77
ORD02364,2025-02-28,Delivered,148.79
ORD02365,,N/A,137.41
ORD02366,,N/A,77.9
ORD02367,2024-07-17,Delivered,198.46
ORD02368,,N/A,122.84
ORD02369,2024-07-17,Delivered,31.83
ORD02370,2025-04-28,Delivered,109.38
ORD02371,,N/A,74.35
ORD02372,2024-10-30,Delivered,64.9
ORD02373,2025-06-06,Delivered,42.05
ORD02374,2024-11-11,Delivered,180.86
ORD02375,2025-05-15,Delivered,62.99
ORD02376,2024-08-19,Delivered,173.11
ORD02377,2025-04-09,Delivered,129.83
ORD02378,,N/A,37.33
ORD02379,,N/A,176.67
ORD02380,,N/A,76.61
ORD02381,2024-09-23,Delivered,70.73
ORD02382,2024-09-24,Delivered,128.93
ORD02383,2025-02-05,Delivered,134.32
ORD02384,,N/A,38.36
ORD02385,2024-09-09,Delivered,181.98
ORD02386,,N/A,193.19
ORD02387,2024-11-13,Delivered,25.04
ORD02388,2024-10-26,Delivered,131.06
ORD02389,2025-02-01,Delivered,159.78
ORD02390,2025-02-22,Delivered,67.11
ORD02391,2024-12-12,Delivered,84.37
ORD02392,,N/A,152.37
ORD02393,2025-06-08,Delivered,36.02
ORD02394,,N/A,148.9
ORD02395,2025-05-09,Delivered,23.01
ORD02396,2025-04-11,Delivered,182.87
ORD02397,2025-05-24,Delivered,177.75
ORD02398,,N/A,53.65
ORD02399,2024-10-15,Delivered,77.7
ORD02400,2024-09-16,Delivered,169.97
ORD02401,2024-12-30,Delivered,99.73
ORD02402,2024-09-13,Delivered,79.21
ORD02403,2025-01-10,Delivered,75.95
ORD02404,2025-04-20,Delivered,198.68
ORD02405,2024-08-16,Delivered,129.12
ORD02406,2024-08-19,Delivered,102.44
ORD02407,2024-09-14,Delivered,156.64
ORD02408,2025-02-23,Delivered,196.81
ORD02409,2024-07-21,Delivered,169.11
ORD02410,2024-10-06,Delivered,138.33
ORD02411,,N/A,25.33
ORD02412,,N/A,174.37
ORD02413,2024-06-27,Delivered,36.68
ORD02414,2025-04-12,Delivered,125.65
ORD02415,2024-07-14,Delivered,58.03
ORD02416,2025-05-06,Delivered,166.93
ORD02417,2024-08-04,Delivered,167.09
ORD02418,2024-06-26,Delivered,161.87
ORD02419,2025-03-31,Delivered,56.9
ORD02420,2025-04-11,Delivered,196.09
ORD02421,2025-05-20,Delivered,125.83
ORD02422,2024-07-18,Delivered,116.86
ORD02423,2024-12-24,Delivered,107.19
ORD02424,2024-07-18,Delivered,144.77
ORD02425,2025-05-05,Delivered,179.52
ORD02426,2024-07-29,Delivered,127.83
ORD02427,2025-01-05,Delivered,167.71
ORD02428,,N/A,89.96
ORD02429,2024-07-02,Delivered,127.65
ORD02430,2024-11-01,Delivered,179.56
ORD02431,,N/A,173.17
ORD02432,2024-10-08,Delivered,109.52
ORD02433,2024-08-12,Delivered,23.5
ORD02434,2025-04-22,Delivered,148.1
ORD02435,2024-11-03,Delivered,166.57
ORD02436,,N/A,138.44
ORD02437,,N/A,24.88
ORD02438,2025-02-15,Delivered,85.78
ORD02439,2025-01-26,Delivered,125.04
ORD02440,2024-11-11,Delivered,191.27
ORD02441,,N/A,104.48
ORD02442,2025-02-14,Delivered,128.16
ORD02443,2024-07-02,Delivered,121.24
ORD02444,,N/A,186.91
ORD02445,2025-02-06,Delivered,56.08
ORD02446,2024-10-22,Delivered,84.53
ORD02447,,N/A,175.99
ORD02448,2025-02-26,Delivered,126.61
ORD02449,2025-03-10,Delivered,63.69
ORD02450,,N/A,117.31
ORD02451,,N/A,105.24
ORD02452,2025-05-31,Delivered,109.64
ORD02453,2025-05-19,Delivered,40.34
ORD02454,,N/A,112.86
ORD02455,2025-01-15,Delivered,41.6
ORD02456,2024-09-06,Delivered,62.06
ORD02457,,N/A,105.19
ORD02458,2025-02-03,Delivered,177.93
ORD02459,2025-05-09,Delivered,57.52
ORD02460,2024-09-06,Delivered,67.87
ORD02461,2025-04-12,Delivered,69.59
ORD02462,,N/A,133.31
ORD02463,2024-10-15,Delivered,22.24
ORD02464,2025-02-05,Delivered,178.09
ORD02465,2024-12-03,Delivered,46.02
ORD02466,2025-01-24,Delivered,107.33
ORD02467,2024-12-24,Delivered,63.2
ORD02468,,N/A,154.22
ORD02469,,N/A,107.36
ORD02470,2025-03-07,Delivered,171.5
ORD02471,,N/A,150.44
ORD02472,2024-07-09,Delivered,141.51
ORD02473,,N/A,50.99
ORD02474,2024-08-04,Delivered,169.5
ORD02475,2024-08-28,Delivered,52.59
ORD02476,2025-05-11,Delivered,74.94
ORD02477,2025-02-14,Delivered,72.87
ORD02478,2025-04-12,Delivered,175.07
ORD02479,2024-09-07,Delivered,128.67
ORD02480,,N/A,112.68
ORD02481,,N/A,177.82
ORD02482,2024-08-28,Delivered,37.66
ORD02483,2024-11-25,Delivered,125.5
ORD02484,2024-10-27,Delivered,40.05
ORD02485,,N/A,156.6
ORD02486,,N/A,164.22
ORD02487,2024-10-05,Delivered,140.35
ORD02488,,N/A,81.33
ORD02489,2025-04-13,Delivered,22.67
ORD02490,2025-03-20,Delivered,112.02
ORD02491,2024-07-04,Delivered,43.96
ORD02492,2024-10-02,Delivered,109.74
ORD02493,2024-08-13,Delivered,117.05
ORD02494,,N/A,160.61
ORD02495,,N/A,169.25
ORD02496,,N/A,197.21
ORD02497,2025-03-16,Delivered,62.94
ORD02498,2025-05-10,Delivered,141.67
ORD02499,,N/A,57.73
ORD02500,,N/A,26.28
ORD02501,2025-02-11,Delivered,171.13
ORD02502,,N/A,152.99
ORD02503,2024-12-14,Delivered,123.32
ORD02504,2024-09-04,Delivered,147.3
ORD02505,,N/A,135.04
ORD02506,2025-06-13,Delivered,60.18
ORD02507,2025-04-19,Delivered,185.91
ORD02508,2024-11-04,Delivered,40.74
ORD02509,2025-05-16,Delivered,110.15
ORD02510,2025-05-18,Delivered,28.44
ORD02511,,N/A,133.07
ORD02512,,N/A,80.24
ORD02513,2024-11-09,Delivered,130.38
ORD02514,,N/A,186.94
ORD02515,2025-02-05,Delivered,130.93
ORD02516,2025-04-25,Delivered,86.24
ORD02517,2025-03-08,Delivered,92.73
ORD02518,2024-06-23,Delivered,36.63
ORD02519,2025-01-30,Delivered,21.56
ORD02520,2024-07-04,Delivered,95.07
ORD02521,2024-06-12,Delivered,112.55
ORD02522,2024-12-25,Delivered,168.22
ORD02523,,N/A,68.21
ORD02524,2024-08-28,Delivered,171.16
ORD02525,2025-01-14,Delivered,97.89
ORD02526,2025-03-06,Delivered,140.21
ORD02527,2025-03-11,Delivered,90.0
ORD02528,2025-02-24,Delivered,40.93
ORD02529,,N/A,145.3
ORD02530,2024-10-07,Delivered,27.89
ORD02531,2024-10-07,Delivered,38.88
ORD02532,2024-10-17,Delivered,66.13
ORD02533,,N/A,129.03
ORD02534,2024-11-11,Delivered,185.43
ORD02535,,N/A,196.19
ORD02536,,N/A,178.74
ORD02537,2025-04-17,Delivered,24.87
ORD02538,2024-07-11,Delivered,167.57
ORD02539,2025-05-12,Delivered,171.53
ORD02540,2025-06-05,Delivered,71.35
ORD02541,2024-10-08,Delivered,84.07
ORD02542,2024-12-09,Delivered,152.35
ORD02543,,N/A,99.05
ORD02544,2024-11-05,Delivered,73.05
ORD02545,,N/A,171.68
ORD02546,2025-05-23,Delivered,71.99
ORD02547,2025-03-09,Delivered,161.64
ORD02548,2024-11-19,Delivered,198.49
ORD02549,,N/A,142.2
ORD02550,2024-08-10,Delivered,170.59
ORD02551,,N/A,94.15
ORD02552,,N/A,122.42
ORD02553,2025-01-27,Delivered,189.44
ORD02554,2025-04-14,Delivered,78.6
ORD02555,,N/A,177.14
ORD02556,,N/A,74.19
ORD02557,2025-04-10,Delivered,95.72
ORD02558,2025-03-29,Delivered,107.3
ORD02559,,N/A,113.03
ORD02560,2025-03-09,Delivered,153.06
ORD02561,2025-04-03,Delivered,77.07
ORD02562,2025-04-01,Delivered,156.12
ORD02563,2024-08-27,Delivered,139.94
ORD02564,2024-12-24,Delivered,73.64
ORD02565,2024-12-15,Delivered,175.63
ORD02566,2024-10-30,Delivered,129.87
ORD02567,2024-12-29,Delivered,65.0
ORD02568,2025-03-26,Delivered,105.62
ORD02569,,N/A,120.46
ORD02570,2025-06-11,Delivered,33.76
ORD02571,2024-06-23,Delivered,60.29
ORD02572,2025-02-28,Delivered,146.52
ORD02573,,N/A,131.14
ORD02574,2025-04-22,Delivered,81.24
ORD02575,2025-05-09,Delivered,59.38
ORD02576,2024-10-31,Delivered,107.78
ORD02577,2024-12-28,Delivered,181.18
ORD02578,2024-12-06,Delivered,154.71
ORD02579,,N/A,199.37
ORD02580,2024-09-27,Delivered,199.75
ORD02581,2024-08-03,Delivered,170.45
ORD02582,2024-12-29,Delivered,66.33
ORD02583,,N/A,49.55
ORD02584,2024-09-05,Delivered,194.72
ORD02585,2024-07-29,Delivered,148.98
ORD02586,,N/A,173.33
ORD02587,2025-04-02,Delivered,69.51
ORD02588,,N/A,37.63
ORD02589,,N/A,71.83
ORD02590,2025-04-28,Delivered,52.48
ORD02591,2024-08-25,Delivered,184.48
ORD02592,2025-04-23,Delivered,100.02
ORD02593,,N/A,184.52
ORD02594,,N/A,127.86
ORD02595,,N/A,82.2
ORD02596,,N/A,168.16
ORD02597,2024-11-13,Delivered,189.73
ORD02598,,N/A,29.35
ORD02599,2025-01-29,Delivered,62.52
ORD02600,,N/A,62.25
ORD02601,,N/A,185.07
ORD02602,2025-05-27,Delivered,139.53
ORD02603,2025-04-01,Delivered,182.48
ORD02604,2024-11-12,Delivered,57.75
ORD02605,2024-10-25,Delivered,48.67
ORD02606,2024-10-14,Delivered,115.58
ORD02607,,N/A,184.89
ORD02608,2025-05-19,Delivered,194.18
ORD02609,2024-08-30,Delivered,85.83
ORD02610,,N/A,142.83
ORD02611,2024-08-01,Delivered,180.66
ORD02612,2025-05-13,Delivered,194.48
ORD02613,2024-08-01,Delivered,48.64
ORD02614,2024-10-07,Delivered,114.94
ORD02615,2024-09-05,Delivered,164.02
ORD02616,2024-10-26,Delivered,178.22
ORD02617,2025-04-24,Delivered,120.22
ORD02618,2024-07-23,Delivered,157.74
ORD02619,2024-09-08,Delivered,195.18
ORD02620,2024-12-30,Delivered,115.0
ORD02621,2024-09-20,Delivered,163.82
ORD02622,2024-12-05,Delivered,52.64
ORD02623,,N/A,41.62
ORD02624,2024-08-27,Delivered,62.33
ORD02625,2024-11-04,Delivered,160.41
ORD02626,2024-07-27,Delivered,94.11
ORD02627,2025-04-23,Delivered,56.09
ORD02628,,N/A,185.28
ORD02629,2025-04-16,Delivered,81.09
ORD02630,2025-05-07,Delivered,55.18
ORD02631,2024-08-11,Delivered,121.49
ORD02632,2024-07-09,Delivered,148.21
ORD02633,2024-09-09,Delivered,42.97
ORD02634,,N/A,22.26
ORD02635,2024-08-01,Delivered,169.16
ORD02636,2025-03-03,Delivered,53.34
ORD02637,2024-06-26,Delivered,69.87
ORD02638,2024-12-10,Delivered,169.03
ORD02639,2025-01-26,Delivered,175.86
ORD02640,2025-05-11,Delivered,142.52
ORD02641,2025-02-01,Delivered,60.49
ORD02642,2025-05-07,Delivered,54.69
ORD02643,2025-02-15,Delivered,72.81
ORD02644,,N/A,60.93
ORD02645,2025-03-19,Delivered,137.96
ORD02646,2025-02-20,Delivered,157.68
ORD02647,2024-11-15,Delivered,75.04
ORD02648,,N/A,106.42
ORD02649,2025-03-01,Delivered,171.02
ORD02650,2025-01-05,Delivered,186.1
ORD02651,,N/A,41.39
ORD02652,2025-01-14,Delivered,35.04
ORD02653,,N/A,182.88
ORD02654,2025-01-25,Delivered,109.24
ORD02655,,N/A,166.01
ORD02656,2025-01-11,Delivered,188.22
ORD02657,,N/A,197.24
ORD02658,,N/A,28.97
ORD02659,2024-10-03,Delivered,173.26
ORD02660,2024-11-10,Delivered,170.49
ORD02661,2025-04-02,Delivered,104.74
ORD02662,,N/A,49.31
ORD02663,2025-05-29,Delivered,72.36
ORD02664,2024-07-08,Delivered,51.77
ORD02665,2024-09-16,Delivered,99.32
ORD02666,,N/A,122.7
ORD02667,2024-11-12,Delivered,84.02
ORD02668,2025-01-22,Delivered,57.89
ORD02669,2025-06-06,Delivered,188.12
ORD02670,2024-12-28,Delivered,108.74
ORD02671,2024-09-27,Delivered,39.21
ORD02672,,N/A,93.02
ORD02673,2024-11-06,Delivered,187.62
ORD02674,,N/A,178.26
ORD02675,2024-10-30,Delivered,29.48
ORD02676,,N/A,69.69
ORD02677,2024-08-31,Delivered,155.26
ORD02678,2024-08-13,Delivered,98.76
ORD02679,2024-07-29,Delivered,41.08
ORD02680,2025-04-23,Delivered,60.01
ORD02681,2025-02-04,Delivered,44.77
ORD02682,,N/A,171.85
ORD02683,2025-03-05,Delivered,36.58
ORD02684,2025-01-31,Delivered,23.48
ORD02685,2024-08-26,Delivered,174.85
ORD02686,,N/A,155.07
ORD02687,2025-01-22,Delivered,104.87
ORD02688,2025-05-12,Delivered,63.05
ORD02689,,N/A,160.17
ORD02690,,N/A,197.45
ORD02691,2025-04-06,Delivered,118.76
ORD02692,2025-01-29,Delivered,194.88
ORD02693,,N/A,167.07
ORD02694,2024-09-23,Delivered,154.12
ORD02695,,N/A,118.42
ORD02696,,N/A,164.35
ORD02697,2024-08-12,Delivered,110.53
ORD02698,2025-06-12,Delivered,60.84
ORD02699,,N/A,28.54
ORD02700,,N/A,51.74
ORD02701,2025-03-01,Delivered,126.6
ORD02702,2025-01-24,Delivered,116.47
ORD02703,2024-11-09,Delivered,93.27
ORD02704,2024-06-19,Delivered,194.98
ORD02705,2025-04-27,Delivered,168.57
ORD02706,2024-07-20,Delivered,45.08
ORD02707,,N/A,139.48
ORD02708,2024-12-04,Delivered,153.91
ORD02709,2024-11-13,Delivered,191.91
ORD02710,,N/A,149.62
ORD02711,2025-01-01,Delivered,47.76
ORD02712,2025-05-20,Delivered,61.85
ORD02713,2024-10-15,Delivered,85.33
ORD02714,2024-09-17,Delivered,160.82
ORD02715,,N/A,141.21
ORD02716,,N/A,120.26
ORD02717,2025-05-12,Delivered,141.77
ORD02718,2024-08-06,Delivered,175.48
ORD02719,2025-02-13,Delivered,123.64
ORD02720,2025-02-01,Delivered,70.64
ORD02721,,N/A,180.18
ORD02722,2025-05-16,Delivered,80.6
ORD02723,2025-02-15,Delivered,108.98
ORD02724,2025-03-30,Delivered,166.11
ORD02725,2025-05-15,Delivered,128.34
ORD02726,2024-08-04,Delivered,86.7
ORD02727,2024-12-07,Delivered,57.13
ORD02728,2025-05-19,Delivered,60.56
ORD02729,,N/A,199.83
ORD02730,,N/A,186.58
ORD02731,2025-05-13,Delivered,48.54
ORD02732,2025-06-04,Delivered,99.37
ORD02733,2024-09-12,Delivered,98.66
ORD02734,2024-10-13,Delivered,176.05
ORD02735,2024-12-26,Delivered,50.13
ORD02736,2024-10-23,Delivered,90.17
ORD02737,,N/A,108.74
ORD02738,2025-01-26,Delivered,125.85
ORD02739,,N/A,69.95
ORD02740,2024-08-18,Delivered,199.11
ORD02741,2024-08-15,Delivered,189.14
ORD02742,2025-02-20,Delivered,72.96
ORD02743,2025-01-15,Delivered,144.58
ORD02744,,N/A,84.8
ORD02745,2024-07-16,Delivered,66.93
ORD02746,2025-03-31,Delivered,85.92
ORD02747,,N/A,128.77
ORD02748,2025-04-18,Delivered,29.47
ORD02749,,N/A,68.93
ORD02750,2025-03-06,Delivered,34.96
ORD02751,2024-07-17,Delivered,27.2
ORD02752,2025-05-02,Delivered,72.21
ORD02753,2024-11-09,Delivered,132.03
ORD02754,2025-03-19,Delivered,32.44
ORD02755,2024-12-12,Delivered,28.35
ORD02756,,N/A,82.64
ORD02757,2025-03-27,Delivered,62.22
ORD02758,2025-01-17,Delivered,53.32
ORD02759,2024-08-28,Delivered,37.26
ORD02760,2025-03-22,Delivered,70.39
ORD02761,2025-01-30,Delivered,65.91
ORD02762,,N/A,36.81
ORD02763,,N/A,24.12
ORD02764,,N/A,153.44
ORD02765,2025-05-28,Delivered,171.31
ORD02766,2025-05-13,Delivered,129.99
ORD02767,2025-05-24,Delivered,146.67
ORD02768,2025-06-06,Delivered,170.79
ORD02769,,N/A,24.82
ORD02770,,N/A,164.83
ORD02771,2024-11-24,Delivered,80.91
ORD02772,,N/A,149.29
ORD02773,,N/A,86.46
ORD02774,2024-11-08,Delivered,197.49
ORD02775,2025-05-22,Delivered,96.89
ORD02776,2024-12-08,Delivered,67.32
ORD02777,2025-02-27,Delivered,100.7
ORD02778,2024-06-29,Delivered,123.4
ORD02779,2025-04-01,Delivered,66.79
ORD02780,,N/A,82.9
ORD02781,2025-06-04,Delivered,185.96
ORD02782,,N/A,133.77
ORD02783,2025-02-16,Delivered,151.62
ORD02784,2025-01-06,Delivered,58.34
ORD02785,2024-11-01,Delivered,50.16
ORD02786,,N/A,105.94
ORD02787,,N/A,92.65
ORD02788,2025-05-22,Delivered,125.33
ORD02789,2025-03-24,Delivered,179.52
ORD02790,2024-12-26,Delivered,79.0
ORD02791,2025-04-12,Delivered,114.05
